State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Rajasthan,Udaipur,General,Hindu,50.77,53656,0.93,Unemployed,11112
Bihar,Gaya,OBC,Muslim,71.55,29025,0.96,Agriculture,1433
Tamil Nadu,Chennai,OBC,Muslim,71.51,26315,0.86,Agriculture,10220
Maharashtra,Mumbai,OBC,Hindu,65.51,38513,1.01,Service,5338
Uttar Pradesh,Kanpur,OBC,Sikh,78.53,27587,0.98,Unemployed,5767
Uttar Pradesh,Lucknow,General,Hindu,79.63,62483,0.94,Business,6839
Maharashtra,Pune,General,Hindu,67.79,47866,0.84,Unemployed,10671
Rajasthan,Jaipur,SC,Hindu,58.06,46168,1.01,Unemployed,1228
Rajasthan,Ajmer,SC,Muslim,57.3,38265,0.87,Business,13358
Uttar Pradesh,Kanpur,SC,Hindu,67.03,33832,0.92,Business,8514
Bihar,Patna,General,Christian,66.38,44056,0.91,Unemployed,10659
Maharashtra,Nagpur,General,Hindu,76.58,39070,1.11,Daily Wage,9054
Rajasthan,Udaipur,OBC,Sikh,84.65,21626,0.96,Unemployed,10930
Tamil Nadu,Coimbatore,ST,Hindu,53.49,30100,1.15,Agriculture,1808
Maharashtra,Nagpur,General,Muslim,66.92,50403,1.0,Daily Wage,11400
Uttar Pradesh,Varanasi,OBC,Hindu,59.99,22173,0.83,Service,3883
Rajasthan,Ajmer,OBC,Hindu,61.14,10000,1.0,Unemployed,11177
Tamil Nadu,Chennai,OBC,Muslim,90.54,37217,0.81,Agriculture,2766
Uttar Pradesh,Kanpur,General,Hindu,63.57,38116,0.85,Service,3763
Maharashtra,Pune,SC,Hindu,68.6,47153,0.83,Daily Wage,10779
Tamil Nadu,Madurai,OBC,Hindu,77.25,57902,1.14,Daily Wage,6706
Bihar,Bhagalpur,OBC,Hindu,98.65,21470,1.2,Service,678
Rajasthan,Udaipur,SC,Hindu,56.46,26113,0.98,Daily Wage,2157
Tamil Nadu,Coimbatore,OBC,Hindu,64.18,40985,0.82,Agriculture,9863
Bihar,Gaya,ST,Hindu,57.61,54283,0.94,Business,3955
Tamil Nadu,Coimbatore,ST,Hindu,61.42,42128,1.07,Unemployed,1683
Uttar Pradesh,Varanasi,OBC,Muslim,53.45,43767,0.92,Unemployed,4939
Maharashtra,Nagpur,SC,Hindu,61.67,50899,0.83,Agriculture,12385
Maharashtra,Mumbai,ST,Hindu,49.87,10000,0.9,Unemployed,7049
Uttar Pradesh,Lucknow,General,Muslim,83.3,43191,0.82,Daily Wage,5892
Uttar Pradesh,Lucknow,OBC,Christian,65.14,12682,0.84,Business,7108
Tamil Nadu,Chennai,General,Hindu,73.89,27391,1.06,Unemployed,11195
Rajasthan,Udaipur,OBC,Hindu,69.29,36283,0.92,Unemployed,2199
Tamil Nadu,Madurai,General,Hindu,77.73,56747,0.98,Service,3989
Bihar,Bhagalpur,SC,Hindu,65.65,31818,1.0,Daily Wage,12150
Tamil Nadu,Coimbatore,OBC,Hindu,66.62,35033,0.92,Unemployed,13116
Rajasthan,Udaipur,SC,Hindu,55.43,24663,1.0,Service,8228
Rajasthan,Udaipur,General,Hindu,83.11,62566,0.82,Business,12547
Tamil Nadu,Coimbatore,OBC,Hindu,82.89,30227,1.01,Daily Wage,13879
Bihar,Patna,General,Hindu,60.94,47129,0.98,Daily Wage,11603
Bihar,Patna,General,Hindu,55.15,54124,1.08,Unemployed,10299
Maharashtra,Mumbai,General,Muslim,68.25,65402,0.93,Business,6777
Tamil Nadu,Coimbatore,ST,Hindu,68.5,10000,1.19,Unemployed,5315
Uttar Pradesh,Kanpur,SC,Muslim,74.95,30730,0.75,Service,12119
Bihar,Bhagalpur,OBC,Hindu,72.88,13341,0.99,Unemployed,13582
Bihar,Patna,SC,Hindu,64.12,20878,1.06,Unemployed,9594
Uttar Pradesh,Kanpur,General,Hindu,78.06,59637,0.95,Daily Wage,14228
Rajasthan,Jaipur,OBC,Hindu,55.84,49668,0.92,Agriculture,7627
Rajasthan,Ajmer,OBC,Christian,56.1,55280,1.16,Service,4135
Maharashtra,Nagpur,General,Hindu,69.59,77386,0.96,Unemployed,1294
Bihar,Patna,SC,Hindu,56.2,25543,1.11,Business,1047
Tamil Nadu,Coimbatore,General,Christian,62.2,56029,0.89,Unemployed,14707
Bihar,Bhagalpur,SC,Muslim,55.4,50453,0.91,Unemployed,5329
Rajasthan,Jaipur,OBC,Hindu,65.95,51992,1.11,Unemployed,10931
Bihar,Bhagalpur,General,Muslim,76.45,35178,0.9,Agriculture,2113
Uttar Pradesh,Varanasi,OBC,Hindu,70.8,39813,0.85,Daily Wage,14580
Uttar Pradesh,Varanasi,General,Hindu,77.23,46282,0.78,Business,5643
Bihar,Gaya,OBC,Hindu,60.71,27438,0.94,Agriculture,8134
Maharashtra,Pune,OBC,Hindu,88.89,38572,0.87,Service,3375
Maharashtra,Mumbai,OBC,Hindu,72.21,29718,0.98,Agriculture,1745
Maharashtra,Pune,SC,Muslim,65.81,53138,0.95,Daily Wage,10634
Uttar Pradesh,Lucknow,SC,Muslim,76.39,48620,0.88,Agriculture,10924
Uttar Pradesh,Lucknow,OBC,Hindu,92.1,39904,0.87,Service,1522
Uttar Pradesh,Kanpur,General,Christian,86.53,76166,0.95,Service,10650
Uttar Pradesh,Kanpur,OBC,Hindu,64.96,32414,1.02,Daily Wage,11165
Tamil Nadu,Chennai,ST,Muslim,72.78,43557,0.96,Business,5243
Uttar Pradesh,Varanasi,OBC,Christian,84.98,30307,1.05,Service,14970
Bihar,Gaya,OBC,Hindu,67.12,41465,0.94,Business,12770
Tamil Nadu,Madurai,ST,Muslim,59.44,29339,1.08,Business,4589
Maharashtra,Pune,ST,Hindu,52.67,23896,1.16,Unemployed,10264
Maharashtra,Nagpur,General,Hindu,79.78,10000,0.89,Unemployed,2440
Tamil Nadu,Coimbatore,SC,Muslim,41.88,20739,0.7,Agriculture,4696
Maharashtra,Nagpur,General,Hindu,68.63,27870,0.96,Unemployed,803
Bihar,Gaya,OBC,Christian,53.75,36243,0.91,Agriculture,7084
Rajasthan,Ajmer,SC,Hindu,75.02,56170,1.03,Service,10120
Rajasthan,Udaipur,OBC,Hindu,66.73,64780,0.79,Daily Wage,2200
Maharashtra,Nagpur,ST,Hindu,45.96,33743,1.18,Business,8586
Tamil Nadu,Coimbatore,SC,Hindu,57.98,32251,0.81,Unemployed,12005
Maharashtra,Nagpur,SC,Muslim,69.46,49297,1.03,Service,8576
Uttar Pradesh,Kanpur,General,Hindu,63.71,34399,0.82,Unemployed,4223
Uttar Pradesh,Kanpur,OBC,Hindu,70.84,18793,0.83,Business,7961
Rajasthan,Udaipur,General,Muslim,65.76,37662,0.9,Daily Wage,11210
Maharashtra,Nagpur,OBC,Hindu,74.66,36185,0.92,Business,7523
Rajasthan,Ajmer,SC,Hindu,61.83,20127,0.96,Unemployed,3934
Tamil Nadu,Chennai,OBC,Christian,71.51,12454,1.05,Unemployed,1466
Bihar,Patna,OBC,Hindu,61.19,36354,1.07,Business,7120
Tamil Nadu,Madurai,General,Hindu,79.26,45515,0.91,Service,6716
Rajasthan,Ajmer,ST,Muslim,69.48,45120,0.89,Agriculture,5041
Rajasthan,Ajmer,SC,Hindu,52.05,10000,0.97,Unemployed,14577
Bihar,Patna,General,Sikh,69.17,62042,0.99,Service,12496
Tamil Nadu,Madurai,SC,Hindu,73.34,24539,1.06,Daily Wage,4703
Tamil Nadu,Coimbatore,OBC,Muslim,64.71,46663,0.8,Business,6526
Rajasthan,Ajmer,OBC,Hindu,72.35,10000,0.92,Service,14788
Rajasthan,Jaipur,General,Hindu,74.4,37185,0.84,Daily Wage,14329
Uttar Pradesh,Lucknow,ST,Christian,68.46,33448,0.9,Business,7361
Maharashtra,Mumbai,OBC,Muslim,70.42,74550,1.07,Daily Wage,8587
Rajasthan,Ajmer,SC,Muslim,71.63,41533,0.97,Agriculture,7155
Tamil Nadu,Madurai,SC,Hindu,36.04,24815,0.9,Service,3655
Uttar Pradesh,Lucknow,SC,Hindu,41.25,17638,0.75,Daily Wage,14200
Maharashtra,Pune,OBC,Hindu,69.62,47281,1.06,Business,9243
Uttar Pradesh,Kanpur,SC,Hindu,64.15,20549,0.76,Business,11335
Uttar Pradesh,Varanasi,General,Hindu,52.43,25965,0.86,Business,6168
Maharashtra,Mumbai,SC,Hindu,58.4,19787,0.98,Service,10318
Maharashtra,Nagpur,SC,Muslim,57.68,35158,1.06,Business,7350
Maharashtra,Nagpur,OBC,Hindu,58.2,41280,0.95,Business,1346
Uttar Pradesh,Kanpur,OBC,Hindu,66.67,48278,1.04,Daily Wage,11875
Rajasthan,Jaipur,ST,Hindu,50.54,32267,0.98,Daily Wage,5469
Tamil Nadu,Chennai,General,Hindu,67.27,53775,0.98,Service,10968
Bihar,Gaya,OBC,Hindu,88.33,12045,0.94,Unemployed,11743
Maharashtra,Mumbai,OBC,Hindu,60.91,44061,0.79,Unemployed,10201
Rajasthan,Jaipur,General,Hindu,73.46,35549,0.88,Business,10159
Rajasthan,Jaipur,OBC,Hindu,55.54,28023,1.06,Daily Wage,7126
Uttar Pradesh,Kanpur,OBC,Muslim,69.75,44415,1.12,Business,5196
Bihar,Bhagalpur,General,Hindu,72.64,36618,1.0,Service,1085
Uttar Pradesh,Lucknow,SC,Hindu,54.56,27433,0.8,Unemployed,3471
Rajasthan,Jaipur,General,Hindu,79.26,39209,0.97,Agriculture,728
Bihar,Bhagalpur,General,Hindu,59.64,51539,0.87,Service,3064
Maharashtra,Mumbai,OBC,Muslim,68.58,48167,1.03,Service,12236
Uttar Pradesh,Lucknow,General,Hindu,69.78,18478,1.2,Agriculture,13238
Bihar,Gaya,SC,Hindu,77.46,45840,0.87,Unemployed,12090
Bihar,Patna,OBC,Christian,68.86,26848,1.08,Unemployed,8620
Rajasthan,Jaipur,SC,Christian,62.63,23237,0.9,Service,10189
Tamil Nadu,Chennai,General,Hindu,81.21,69001,1.1,Service,5687
Uttar Pradesh,Kanpur,ST,Christian,67.57,31210,0.7,Service,14582
Bihar,Gaya,SC,Hindu,62.97,34972,0.96,Agriculture,1175
Bihar,Bhagalpur,General,Christian,70.54,25106,1.01,Business,12736
Bihar,Gaya,OBC,Hindu,76.32,45235,1.04,Business,6588
Bihar,Patna,OBC,Muslim,76.04,28849,0.94,Agriculture,13426
Uttar Pradesh,Kanpur,OBC,Muslim,70.91,36615,1.05,Unemployed,2158
Tamil Nadu,Coimbatore,SC,Muslim,66.44,66160,1.17,Business,3417
Rajasthan,Ajmer,OBC,Hindu,70.8,10000,1.07,Agriculture,4798
Uttar Pradesh,Varanasi,OBC,Muslim,64.6,22977,0.91,Unemployed,14404
Tamil Nadu,Madurai,General,Hindu,65.53,54184,0.79,Daily Wage,12728
Rajasthan,Jaipur,ST,Muslim,49.22,40147,1.01,Daily Wage,10029
Rajasthan,Ajmer,General,Hindu,76.42,33194,0.85,Agriculture,1068
Bihar,Gaya,SC,Muslim,54.93,38598,1.1,Service,12883
Tamil Nadu,Chennai,General,Hindu,49.53,41689,0.82,Daily Wage,7815
Uttar Pradesh,Lucknow,General,Christian,53.48,59504,1.0,Service,13761
Maharashtra,Pune,SC,Hindu,64.49,48815,0.9,Unemployed,1509
Rajasthan,Jaipur,General,Hindu,65.67,77785,0.93,Business,1360
Bihar,Gaya,General,Hindu,77.35,45095,0.77,Business,10750
Bihar,Patna,General,Hindu,49.55,36315,1.06,Unemployed,10545
Tamil Nadu,Coimbatore,OBC,Hindu,77.88,48711,0.85,Business,7462
Uttar Pradesh,Lucknow,OBC,Hindu,86.16,20526,0.97,Service,13057
Uttar Pradesh,Varanasi,ST,Hindu,59.9,32391,1.08,Agriculture,13813
Bihar,Gaya,ST,Muslim,52.95,14755,0.95,Unemployed,2694
Maharashtra,Pune,ST,Hindu,56.0,85660,1.02,Business,11051
Rajasthan,Ajmer,SC,Muslim,55.91,19158,0.76,Service,11949
Bihar,Gaya,SC,Hindu,49.75,36724,1.09,Service,7795
Bihar,Bhagalpur,General,Hindu,81.22,48436,0.92,Unemployed,9460
Bihar,Gaya,SC,Muslim,62.69,27220,1.12,Unemployed,5206
Tamil Nadu,Madurai,ST,Hindu,58.11,33704,0.73,Business,3898
Tamil Nadu,Chennai,OBC,Hindu,68.05,47547,0.84,Business,3579
Bihar,Bhagalpur,OBC,Hindu,62.49,46890,0.8,Service,2407
Maharashtra,Pune,General,Sikh,80.58,37017,0.91,Service,4657
Maharashtra,Nagpur,ST,Christian,48.76,40670,1.2,Service,5541
Maharashtra,Nagpur,SC,Hindu,67.81,22035,1.06,Unemployed,3784
Rajasthan,Udaipur,OBC,Muslim,66.83,55617,1.03,Business,2024
Tamil Nadu,Chennai,ST,Hindu,30.57,19938,1.04,Daily Wage,13507
Bihar,Patna,General,Hindu,71.52,29643,0.89,Service,2239
Maharashtra,Mumbai,General,Hindu,50.94,43674,1.17,Agriculture,10019
Uttar Pradesh,Varanasi,General,Sikh,78.05,77856,1.04,Service,8859
Rajasthan,Jaipur,ST,Hindu,70.27,64611,0.99,Unemployed,1670
Maharashtra,Nagpur,ST,Hindu,58.13,50489,1.1,Unemployed,14794
Tamil Nadu,Coimbatore,OBC,Christian,65.2,24176,0.96,Service,11356
Bihar,Gaya,OBC,Hindu,78.31,46971,0.81,Agriculture,3074
Maharashtra,Nagpur,SC,Hindu,79.12,25382,0.92,Agriculture,6389
Rajasthan,Jaipur,SC,Hindu,50.97,75474,0.97,Agriculture,6956
Maharashtra,Nagpur,ST,Hindu,51.49,47958,1.03,Business,2163
Bihar,Bhagalpur,General,Hindu,68.12,57609,0.87,Business,12087
Rajasthan,Udaipur,OBC,Hindu,65.07,10000,0.82,Business,9287
Bihar,Patna,OBC,Hindu,88.08,59621,0.96,Daily Wage,8289
Rajasthan,Udaipur,OBC,Hindu,86.63,32598,0.93,Daily Wage,12462
Tamil Nadu,Coimbatore,OBC,Muslim,70.57,33126,0.93,Service,3407
Uttar Pradesh,Lucknow,OBC,Hindu,81.43,37252,1.02,Agriculture,5917
Uttar Pradesh,Lucknow,General,Hindu,80.31,50822,0.85,Unemployed,11066
Maharashtra,Nagpur,OBC,Hindu,56.47,37231,0.93,Daily Wage,2028
Rajasthan,Udaipur,SC,Hindu,60.87,34759,1.2,Business,4811
Rajasthan,Udaipur,General,Christian,56.7,15150,0.98,Business,13566
Tamil Nadu,Coimbatore,General,Muslim,66.24,49741,1.01,Agriculture,10545
Uttar Pradesh,Varanasi,ST,Hindu,72.84,12391,0.89,Service,10415
Uttar Pradesh,Varanasi,SC,Muslim,64.29,46556,1.17,Service,12188
Rajasthan,Udaipur,OBC,Hindu,79.56,34148,0.86,Unemployed,2458
Uttar Pradesh,Lucknow,OBC,Hindu,64.36,26109,1.02,Business,10612
Maharashtra,Nagpur,General,Hindu,72.57,25145,0.91,Daily Wage,638
Uttar Pradesh,Kanpur,General,Hindu,78.78,50274,1.01,Business,4178
Rajasthan,Ajmer,OBC,Hindu,73.83,59396,0.97,Daily Wage,1450
Maharashtra,Nagpur,OBC,Muslim,66.14,21263,0.97,Daily Wage,6495
Uttar Pradesh,Varanasi,SC,Muslim,35.59,32235,0.93,Daily Wage,7188
Tamil Nadu,Coimbatore,SC,Muslim,46.36,21076,1.03,Agriculture,3259
Bihar,Gaya,SC,Muslim,62.31,36526,0.98,Service,14545
Maharashtra,Mumbai,OBC,Christian,70.93,53642,0.96,Agriculture,12780
Uttar Pradesh,Lucknow,OBC,Hindu,55.42,59451,0.99,Service,6466
Maharashtra,Pune,SC,Muslim,54.11,16198,0.99,Daily Wage,10544
Maharashtra,Pune,OBC,Christian,68.83,58612,0.92,Service,613
Maharashtra,Nagpur,General,Muslim,61.63,58436,1.04,Daily Wage,13313
Maharashtra,Pune,General,Hindu,71.69,55145,0.95,Business,10119
Maharashtra,Mumbai,OBC,Hindu,72.34,52474,1.01,Agriculture,13450
Tamil Nadu,Madurai,SC,Christian,58.31,55285,0.71,Agriculture,13675
Uttar Pradesh,Varanasi,OBC,Hindu,90.52,10000,0.89,Daily Wage,7791
Maharashtra,Nagpur,ST,Hindu,59.59,32802,1.05,Daily Wage,9911
Rajasthan,Udaipur,OBC,Muslim,59.42,38911,0.89,Business,1958
Bihar,Gaya,ST,Hindu,62.95,34028,0.96,Business,11036
Uttar Pradesh,Lucknow,OBC,Hindu,64.5,27349,0.98,Service,8923
Maharashtra,Pune,OBC,Hindu,79.44,26025,0.86,Service,9993
Maharashtra,Pune,SC,Hindu,66.13,34512,1.03,Agriculture,6461
Uttar Pradesh,Varanasi,General,Hindu,60.94,18308,0.9,Daily Wage,7434
Maharashtra,Mumbai,General,Hindu,62.34,43818,0.89,Unemployed,4067
Uttar Pradesh,Kanpur,General,Hindu,77.41,40677,0.97,Daily Wage,4358
Bihar,Bhagalpur,General,Hindu,71.58,47924,0.95,Service,11955
Uttar Pradesh,Varanasi,OBC,Hindu,75.11,23065,1.09,Unemployed,8783
Uttar Pradesh,Kanpur,ST,Hindu,57.63,15326,0.97,Agriculture,8419
Bihar,Patna,ST,Hindu,51.49,44980,1.17,Daily Wage,7179
Uttar Pradesh,Kanpur,OBC,Hindu,62.13,39985,0.77,Unemployed,3454
Tamil Nadu,Coimbatore,OBC,Hindu,74.54,21714,0.89,Daily Wage,11377
Maharashtra,Mumbai,OBC,Hindu,58.99,45982,1.05,Daily Wage,1426
Bihar,Patna,ST,Hindu,60.23,22033,1.11,Unemployed,6160
Rajasthan,Ajmer,OBC,Christian,62.5,10000,1.0,Agriculture,10280
Bihar,Bhagalpur,General,Muslim,58.95,59829,0.91,Agriculture,8001
Rajasthan,Ajmer,ST,Muslim,66.04,56022,0.83,Service,14713
Rajasthan,Jaipur,OBC,Hindu,64.34,33864,1.1,Daily Wage,1334
Rajasthan,Ajmer,ST,Hindu,53.42,26082,1.0,Unemployed,8362
Uttar Pradesh,Lucknow,General,Muslim,64.23,47287,0.79,Service,6974
Maharashtra,Nagpur,OBC,Hindu,92.14,14784,0.92,Unemployed,10725
Rajasthan,Udaipur,General,Muslim,69.68,73690,0.82,Agriculture,9616
Uttar Pradesh,Lucknow,General,Hindu,89.84,56357,0.99,Business,14395
Uttar Pradesh,Varanasi,SC,Hindu,50.15,43567,0.88,Service,10611
Rajasthan,Jaipur,SC,Christian,72.67,20434,0.94,Business,9367
Maharashtra,Pune,SC,Hindu,54.45,20187,1.02,Daily Wage,7958
Tamil Nadu,Chennai,General,Hindu,75.35,63135,0.77,Unemployed,4958
Bihar,Bhagalpur,General,Muslim,80.64,82581,0.9,Agriculture,536
Maharashtra,Nagpur,OBC,Hindu,88.95,31052,0.81,Business,1857
Uttar Pradesh,Kanpur,OBC,Hindu,66.94,50723,0.87,Daily Wage,1141
Rajasthan,Jaipur,OBC,Sikh,64.0,43903,0.95,Business,6335
Bihar,Bhagalpur,ST,Hindu,65.85,38567,1.0,Business,9691
Rajasthan,Ajmer,OBC,Hindu,65.68,38475,0.86,Unemployed,13184
Tamil Nadu,Madurai,SC,Hindu,72.88,25485,1.06,Business,2832
Rajasthan,Ajmer,SC,Christian,57.66,38029,0.9,Unemployed,8367
Bihar,Bhagalpur,General,Hindu,59.84,18828,0.84,Business,3467
Bihar,Gaya,OBC,Hindu,66.76,38178,1.05,Unemployed,3678
Uttar Pradesh,Varanasi,SC,Hindu,55.54,21770,0.81,Daily Wage,3612
Maharashtra,Mumbai,General,Hindu,74.8,65747,1.08,Business,12973
Tamil Nadu,Chennai,SC,Hindu,67.1,44578,1.12,Agriculture,11607
Maharashtra,Mumbai,OBC,Hindu,73.32,44691,0.92,Daily Wage,10787
Bihar,Bhagalpur,General,Muslim,56.38,34742,0.95,Service,10878
Uttar Pradesh,Varanasi,OBC,Hindu,70.61,63894,0.96,Business,14764
Rajasthan,Udaipur,OBC,Muslim,81.79,28473,0.92,Unemployed,3367
Tamil Nadu,Coimbatore,SC,Hindu,46.71,23865,1.0,Unemployed,13108
Maharashtra,Nagpur,General,Hindu,70.08,59144,0.97,Service,7236
Tamil Nadu,Coimbatore,OBC,Hindu,66.48,67224,0.94,Service,4386
Tamil Nadu,Coimbatore,General,Hindu,81.63,38981,1.02,Daily Wage,628
Rajasthan,Jaipur,OBC,Muslim,79.28,38127,0.71,Daily Wage,11021
Maharashtra,Mumbai,OBC,Muslim,70.18,53456,1.0,Daily Wage,12773
Uttar Pradesh,Varanasi,OBC,Hindu,74.46,10000,0.88,Daily Wage,1121
Rajasthan,Jaipur,SC,Hindu,64.11,41155,1.07,Service,5680
Rajasthan,Ajmer,General,Hindu,68.55,51087,0.95,Unemployed,2147
Rajasthan,Jaipur,SC,Hindu,50.13,10000,0.99,Agriculture,6268
Bihar,Patna,SC,Hindu,61.74,25727,0.79,Agriculture,10970
Maharashtra,Nagpur,OBC,Hindu,76.3,31011,1.01,Unemployed,6843
Bihar,Bhagalpur,General,Hindu,88.64,12878,0.88,Business,4966
Tamil Nadu,Madurai,ST,Christian,57.91,56822,0.79,Service,4301
Bihar,Patna,General,Hindu,89.36,47037,0.94,Service,6343
Rajasthan,Ajmer,General,Muslim,68.02,38456,1.05,Service,9261
Uttar Pradesh,Varanasi,OBC,Hindu,59.31,40181,0.91,Unemployed,9290
Rajasthan,Ajmer,SC,Hindu,52.38,73789,0.99,Agriculture,3243
Maharashtra,Nagpur,ST,Muslim,66.13,52066,0.81,Service,5713
Rajasthan,Jaipur,ST,Hindu,77.52,10000,0.87,Daily Wage,4823
Tamil Nadu,Coimbatore,OBC,Hindu,65.41,43725,0.97,Unemployed,3111
Uttar Pradesh,Lucknow,General,Hindu,68.33,44820,0.85,Daily Wage,13013
Rajasthan,Jaipur,OBC,Christian,55.03,45897,1.02,Daily Wage,1681
Rajasthan,Jaipur,ST,Hindu,75.84,23149,1.02,Business,7894
Uttar Pradesh,Kanpur,SC,Hindu,57.16,52857,1.05,Agriculture,14626
Tamil Nadu,Madurai,OBC,Hindu,72.11,29907,1.05,Agriculture,14453
Tamil Nadu,Chennai,ST,Hindu,66.47,24733,0.82,Business,6668
Maharashtra,Pune,SC,Hindu,57.11,57731,1.06,Agriculture,2651
Maharashtra,Pune,General,Muslim,58.88,27483,1.08,Unemployed,4501
Bihar,Patna,SC,Hindu,48.64,42639,0.89,Business,3797
Bihar,Patna,OBC,Hindu,86.17,23443,1.06,Agriculture,10221
Tamil Nadu,Chennai,SC,Muslim,61.85,38782,0.75,Daily Wage,9745
Bihar,Bhagalpur,General,Hindu,47.97,41691,0.97,Business,8877
Tamil Nadu,Chennai,SC,Muslim,48.75,18669,1.01,Agriculture,9588
Maharashtra,Pune,SC,Hindu,65.63,32933,1.03,Business,7094
Bihar,Gaya,SC,Muslim,48.26,29660,1.11,Business,14124
Tamil Nadu,Madurai,OBC,Hindu,70.68,36894,1.18,Business,3933
Rajasthan,Jaipur,OBC,Muslim,56.01,46946,1.12,Service,12674
Tamil Nadu,Coimbatore,OBC,Hindu,66.75,47894,0.85,Business,11075
Tamil Nadu,Chennai,OBC,Hindu,63.13,40774,1.03,Daily Wage,12952
Tamil Nadu,Coimbatore,OBC,Hindu,81.21,58544,0.94,Business,4488
Tamil Nadu,Madurai,OBC,Hindu,81.94,29865,1.04,Unemployed,3204
Tamil Nadu,Coimbatore,General,Hindu,72.07,51685,0.99,Business,12472
Uttar Pradesh,Varanasi,SC,Sikh,43.95,18138,0.96,Unemployed,2267
Bihar,Bhagalpur,SC,Hindu,43.13,47468,1.04,Business,12717
Maharashtra,Mumbai,General,Hindu,73.27,28182,1.09,Daily Wage,1603
Tamil Nadu,Coimbatore,OBC,Muslim,90.37,37206,1.0,Unemployed,8639
Maharashtra,Mumbai,OBC,Hindu,72.02,42955,0.94,Agriculture,2197
Rajasthan,Udaipur,OBC,Hindu,69.65,48585,1.18,Business,10960
Maharashtra,Nagpur,OBC,Muslim,56.0,33442,0.83,Daily Wage,4769
Uttar Pradesh,Kanpur,OBC,Sikh,85.92,26183,0.81,Unemployed,719
Maharashtra,Mumbai,SC,Hindu,66.38,61164,1.02,Business,7536
Maharashtra,Pune,OBC,Muslim,72.05,41137,1.09,Business,518
Bihar,Bhagalpur,OBC,Muslim,61.26,33322,0.9,Daily Wage,9200
Rajasthan,Ajmer,General,Hindu,58.32,40074,1.06,Service,5882
Uttar Pradesh,Kanpur,SC,Hindu,65.67,44664,0.96,Daily Wage,14648
Rajasthan,Jaipur,General,Hindu,75.23,32991,0.92,Agriculture,13203
Tamil Nadu,Chennai,OBC,Hindu,71.92,39162,0.98,Unemployed,4850
Maharashtra,Pune,General,Hindu,68.62,39338,1.2,Unemployed,10611
Rajasthan,Ajmer,General,Hindu,79.07,51197,0.93,Business,4092
Bihar,Bhagalpur,OBC,Christian,65.49,33037,0.98,Unemployed,2961
Maharashtra,Pune,General,Hindu,51.2,21459,0.89,Agriculture,2851
Bihar,Bhagalpur,OBC,Muslim,72.07,31410,1.1,Unemployed,11417
Rajasthan,Ajmer,ST,Hindu,45.18,23729,1.1,Business,1004
Maharashtra,Nagpur,General,Muslim,71.31,58272,1.16,Agriculture,5471
Tamil Nadu,Coimbatore,General,Hindu,63.06,43510,0.92,Service,14455
Maharashtra,Nagpur,OBC,Hindu,50.45,30344,1.04,Service,13460
Uttar Pradesh,Lucknow,ST,Hindu,65.41,44286,0.91,Business,5965
Tamil Nadu,Madurai,General,Muslim,63.44,64038,0.9,Unemployed,12674
Rajasthan,Jaipur,SC,Hindu,62.94,37450,1.1,Agriculture,9133
Maharashtra,Mumbai,SC,Muslim,69.71,15571,0.83,Agriculture,4541
Tamil Nadu,Chennai,OBC,Muslim,75.79,34034,0.9,Agriculture,7391
Tamil Nadu,Coimbatore,General,Hindu,80.16,47811,0.96,Agriculture,1952
Tamil Nadu,Chennai,OBC,Hindu,77.8,29373,1.11,Service,13207
Maharashtra,Pune,General,Hindu,62.12,54853,1.09,Business,4818
Bihar,Gaya,OBC,Hindu,56.23,29849,1.06,Daily Wage,4507
Bihar,Patna,OBC,Hindu,81.57,32427,0.88,Unemployed,14458
Maharashtra,Nagpur,General,Muslim,79.56,62753,0.83,Agriculture,12117
Tamil Nadu,Chennai,SC,Hindu,47.96,38378,1.01,Daily Wage,10844
Tamil Nadu,Chennai,General,Hindu,67.01,55189,0.88,Unemployed,5471
Maharashtra,Nagpur,OBC,Hindu,48.85,28641,0.96,Business,6541
Bihar,Gaya,ST,Hindu,57.24,17620,0.77,Unemployed,4494
Maharashtra,Nagpur,ST,Hindu,54.86,48464,1.08,Daily Wage,6609
Uttar Pradesh,Lucknow,SC,Hindu,71.88,22761,0.83,Service,5075
Rajasthan,Jaipur,ST,Muslim,64.97,44526,0.99,Agriculture,6641
Uttar Pradesh,Lucknow,General,Muslim,49.86,31996,0.95,Agriculture,14838
Rajasthan,Ajmer,OBC,Hindu,74.87,46509,0.96,Service,4342
Rajasthan,Ajmer,SC,Muslim,63.31,36272,1.02,Agriculture,11903
Maharashtra,Nagpur,SC,Muslim,63.13,35986,0.92,Business,13863
Maharashtra,Nagpur,General,Hindu,70.81,52268,0.98,Daily Wage,8420
Tamil Nadu,Coimbatore,General,Hindu,73.81,65140,0.98,Service,920
Tamil Nadu,Madurai,General,Hindu,63.51,58254,0.81,Business,12077
Uttar Pradesh,Varanasi,SC,Christian,49.19,40037,1.0,Business,12128
Maharashtra,Mumbai,General,Hindu,57.55,39257,0.89,Daily Wage,4462
Uttar Pradesh,Varanasi,OBC,Muslim,65.13,49153,1.02,Agriculture,2890
Uttar Pradesh,Kanpur,OBC,Hindu,69.81,26810,0.82,Business,4413
Bihar,Gaya,ST,Muslim,74.2,43881,0.88,Daily Wage,10581
Bihar,Gaya,SC,Hindu,67.2,33946,0.92,Daily Wage,7389
